Using backend: pytorch
Namespace(dataset='Citeseer', dropout=0.75, early_stopping=100, epochs=200, gpu=0, hid_dim=16, lamb=0.0005, lr=0.01, num_layers=1, num_stacks=2)
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Model params:  238004

Accuracy & Loss:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1417 | Train Loss 1.7932 | Val Acc 0.1560 | Val loss 1.7933:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1833 | Train Loss 1.7914 | Val Acc 0.1260 | Val loss 1.7943:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1833 | Train Loss 1.7902 | Val Acc 0.1880 | Val loss 1.7908:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1750 | Train Loss 1.7966 | Val Acc 0.2000 | Val loss 1.7918:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2167 | Train Loss 1.7768 | Val Acc 0.1620 | Val loss 1.7937:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2500 | Train Loss 1.7792 | Val Acc 0.1900 | Val loss 1.7913:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2250 | Train Loss 1.7802 | Val Acc 0.2220 | Val loss 1.7864:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.3167 | Train Loss 1.7600 | Val Acc 0.2080 | Val loss 1.7904:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.3167 | Train Loss 1.7600 | Val Acc 0.2080 | Val loss 1.7904:   4%|▍         | 8/200 [00:00<00:02, 78.61it/s]
Train Acc 0.2500 | Train Loss 1.7620 | Val Acc 0.1860 | Val loss 1.7914:   4%|▍         | 8/200 [00:00<00:02, 78.61it/s]
Train Acc 0.2417 | Train Loss 1.7485 | Val Acc 0.1860 | Val loss 1.7875:   4%|▍         | 8/200 [00:00<00:02, 78.61it/s]
Train Acc 0.3250 | Train Loss 1.7490 | Val Acc 0.1780 | Val loss 1.7941:   4%|▍         | 8/200 [00:00<00:02, 78.61it/s]
Train Acc 0.7750 | Train Loss 0.7688 | Val Acc 0.4060 | Val loss 1.5420:  74%|███████▎  | 147/200 [00:01<00:00, 112.31it/s]
Train Acc 0.7833 | Train Loss 0.6883 | Val Acc 0.4780 | Val loss 1.4608:  74%|███████▎  | 147/200 [00:01<00:00, 112.31it/s]
Train Acc 0.8417 | Train Loss 0.6386 | Val Acc 0.4620 | Val loss 1.5002:  74%|███████▎  | 147/200 [00:01<00:00, 112.31it/s]
Train Acc 0.7500 | Train Loss 0.7387 | Val Acc 0.4380 | Val loss 1.5152:  74%|███████▎  | 147/200 [00:01<00:00, 112.31it/s]
Train Acc 0.8167 | Train Loss 0.7146 | Val Acc 0.4400 | Val loss 1.5043:  74%|███████▎  | 147/200 [00:01<00:00, 112.31it/s]
Train Acc 0.8000 | Train Loss 0.6809 | Val Acc 0.5040 | Val loss 1.4264:  74%|███████▎  | 147/200 [00:01<00:00, 112.31it/s]
Train Acc 0.8250 | Train Loss 0.7006 | Val Acc 0.5000 | Val loss 1.4098:  74%|███████▎  | 147/200 [00:01<00:00, 112.31it/s]
Train Acc 0.8333 | Train Loss 0.6546 | Val Acc 0.4340 | Val loss 1.4700:  74%|███████▎  | 147/200 [00:01<00:00, 112.31it/s]
Train Acc 0.8167 | Train Loss 0.7017 | Val Acc 0.4620 | Val loss 1.4441:  74%|███████▎  | 147/200 [00:01<00:00, 112.31it/s]
Train Acc 0.8167 | Train Loss 0.7017 | Val Acc 0.4620 | Val loss 1.4441:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.8000 | Train Loss 0.7839 | Val Acc 0.4560 | Val loss 1.4661:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.8583 | Train Loss 0.6405 | Val Acc 0.4600 | Val loss 1.4874:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.8667 | Train Loss 0.6453 | Val Acc 0.4420 | Val loss 1.5200:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.8583 | Train Loss 0.7018 | Val Acc 0.4400 | Val loss 1.5261:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.8417 | Train Loss 0.7148 | Val Acc 0.4700 | Val loss 1.4304:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.8333 | Train Loss 0.6539 | Val Acc 0.4580 | Val loss 1.4072:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.8333 | Train Loss 0.6184 | Val Acc 0.4600 | Val loss 1.4822:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.7917 | Train Loss 0.6495 | Val Acc 0.5040 | Val loss 1.3880:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.7667 | Train Loss 0.7790 | Val Acc 0.4420 | Val loss 1.4709:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.7417 | Train Loss 0.7615 | Val Acc 0.4580 | Val loss 1.5169:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.8667 | Train Loss 0.5680 | Val Acc 0.4600 | Val loss 1.4617:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.8250 | Train Loss 0.6099 | Val Acc 0.4720 | Val loss 1.4242:  80%|███████▉  | 159/200 [00:01<00:00, 112.62it/s]
Train Acc 0.8250 | Train Loss 0.6099 | Val Acc 0.4720 | Val loss 1.4242:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.7083 | Train Loss 0.7558 | Val Acc 0.4940 | Val loss 1.4210:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.8833 | Train Loss 0.6141 | Val Acc 0.4320 | Val loss 1.5327:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.8083 | Train Loss 0.6873 | Val Acc 0.4640 | Val loss 1.4982:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.7917 | Train Loss 0.6881 | Val Acc 0.4980 | Val loss 1.4271:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.8000 | Train Loss 0.6232 | Val Acc 0.5100 | Val loss 1.4482:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.8917 | Train Loss 0.5543 | Val Acc 0.4740 | Val loss 1.4083:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.7750 | Train Loss 0.6511 | Val Acc 0.4520 | Val loss 1.4851:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.7750 | Train Loss 0.6667 | Val Acc 0.4760 | Val loss 1.4301:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.7583 | Train Loss 0.7054 | Val Acc 0.4560 | Val loss 1.4726:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.8167 | Train Loss 0.6799 | Val Acc 0.4700 | Val loss 1.4705:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.8250 | Train Loss 0.5896 | Val Acc 0.4600 | Val loss 1.5151:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.8250 | Train Loss 0.6214 | Val Acc 0.4800 | Val loss 1.4356:  86%|████████▌ | 171/200 [00:01<00:00, 112.85it/s]
Train Acc 0.8250 | Train Loss 0.6214 | Val Acc 0.4800 | Val loss 1.4356:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.7667 | Train Loss 0.7328 | Val Acc 0.4760 | Val loss 1.4070:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8167 | Train Loss 0.6979 | Val Acc 0.5200 | Val loss 1.3771:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8000 | Train Loss 0.6293 | Val Acc 0.5100 | Val loss 1.4422:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8500 | Train Loss 0.6012 | Val Acc 0.4700 | Val loss 1.4234:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8000 | Train Loss 0.7243 | Val Acc 0.4680 | Val loss 1.4030:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8583 | Train Loss 0.5378 | Val Acc 0.4520 | Val loss 1.4836:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8083 | Train Loss 0.6218 | Val Acc 0.4660 | Val loss 1.4395:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8667 | Train Loss 0.6033 | Val Acc 0.4720 | Val loss 1.4107:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8083 | Train Loss 0.5951 | Val Acc 0.4700 | Val loss 1.4595:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8083 | Train Loss 0.6200 | Val Acc 0.4500 | Val loss 1.4785:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8167 | Train Loss 0.6495 | Val Acc 0.4620 | Val loss 1.4599:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8250 | Train Loss 0.6075 | Val Acc 0.4560 | Val loss 1.5250:  92%|█████████▏| 183/200 [00:01<00:00, 113.16it/s]
Train Acc 0.8250 | Train Loss 0.6075 | Val Acc 0.4560 | Val loss 1.5250:  98%|█████████▊| 195/200 [00:01<00:00, 113.35it/s]
Train Acc 0.8167 | Train Loss 0.6653 | Val Acc 0.4460 | Val loss 1.5026:  98%|█████████▊| 195/200 [00:01<00:00, 113.35it/s]
Train Acc 0.8500 | Train Loss 0.6073 | Val Acc 0.4440 | Val loss 1.4825:  98%|█████████▊| 195/200 [00:01<00:00, 113.35it/s]
Train Acc 0.8917 | Train Loss 0.5578 | Val Acc 0.4440 | Val loss 1.5212:  98%|█████████▊| 195/200 [00:01<00:00, 113.35it/s]
Train Acc 0.8083 | Train Loss 0.5765 | Val Acc 0.4780 | Val loss 1.4676:  98%|█████████▊| 195/200 [00:01<00:00, 113.35it/s]
Train Acc 0.8083 | Train Loss 0.6241 | Val Acc 0.4640 | Val loss 1.4601:  98%|█████████▊| 195/200 [00:01<00:00, 113.35it/s]
Train Acc 0.8083 | Train Loss 0.6241 | Val Acc 0.4640 | Val loss 1.4601: 100%|██████████| 200/200 [00:01<00:00, 109.08it/s]
Test Acc 0.7140
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Model params:  238004

Accuracy & Loss:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1750 | Train Loss 1.7895 | Val Acc 0.1640 | Val loss 1.7937:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2417 | Train Loss 1.7840 | Val Acc 0.1380 | Val loss 1.7936:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1833 | Train Loss 1.7798 | Val Acc 0.1140 | Val loss 1.8015:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2417 | Train Loss 1.7762 | Val Acc 0.1420 | Val loss 1.8007:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2167 | Train Loss 1.7839 | Val Acc 0.1260 | Val loss 1.8040:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2833 | Train Loss 1.7685 | Val Acc 0.1600 | Val loss 1.7969:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2417 | Train Loss 1.7671 | Val Acc 0.1500 | Val loss 1.8046:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2917 | Train Loss 1.7538 | Val Acc 0.1380 | Val loss 1.8009:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2583 | Train Loss 1.7611 | Val Acc 0.1600 | Val loss 1.7963:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.3000 | Train Loss 1.7311 | Val Acc 0.1500 | Val loss 1.7956:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2667 | Train Loss 1.7449 | Val Acc 0.1580 | Val loss 1.8010:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.3250 | Train Loss 1.7154 | Val Acc 0.1480 | Val loss 1.8027:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.3250 | Train Loss 1.7154 | Val Acc 0.1480 | Val loss 1.8027:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.2917 | Train Loss 1.7177 | Val Acc 0.2040 | Val loss 1.7824:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.3167 | Train Loss 1.7293 | Val Acc 0.1980 | Val loss 1.7799:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.3083 | Train Loss 1.7022 | Val Acc 0.1920 | Val loss 1.7815:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.4083 | Train Loss 1.6668 | Val Acc 0.2140 | Val loss 1.7680:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.3667 | Train Loss 1.6630 | Val Acc 0.1980 | Val loss 1.7867:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.3583 | Train Loss 1.6498 | Val Acc 0.1960 | Val loss 1.7783:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.3333 | Train Loss 1.6937 | Val Acc 0.2160 | Val loss 1.7739:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.3833 | Train Loss 1.6057 | Val Acc 0.2160 | Val loss 1.7759:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.3917 | Train Loss 1.6311 | Val Acc 0.2200 | Val loss 1.7778:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.4583 | Train Loss 1.6087 | Val Acc 0.2260 | Val loss 1.7662:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.4833 | Train Loss 1.5790 | Val Acc 0.1780 | Val loss 1.7884:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.3000 | Train Loss 1.6905 | Val Acc 0.1980 | Val loss 1.7733:   6%|▌         | 12/200 [00:00<00:01, 111.22it/s]
Train Acc 0.3000 | Train Loss 1.6905 | Val Acc 0.1980 | Val loss 1.7733:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.3583 | Train Loss 1.6368 | Val Acc 0.2260 | Val loss 1.7603:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.4750 | Train Loss 1.5898 | Val Acc 0.2440 | Val loss 1.7663:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.4750 | Train Loss 1.5521 | Val Acc 0.2540 | Val loss 1.7545:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.4667 | Train Loss 1.5071 | Val Acc 0.2420 | Val loss 1.7593:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.4250 | Train Loss 1.5586 | Val Acc 0.2560 | Val loss 1.7428:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.5250 | Train Loss 1.5268 | Val Acc 0.2600 | Val loss 1.7511:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.4417 | Train Loss 1.5041 | Val Acc 0.2840 | Val loss 1.7401:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.4500 | Train Loss 1.5288 | Val Acc 0.2620 | Val loss 1.7193:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.5667 | Train Loss 1.4232 | Val Acc 0.2840 | Val loss 1.7259:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.4917 | Train Loss 1.4930 | Val Acc 0.2700 | Val loss 1.7380:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.5083 | Train Loss 1.4775 | Val Acc 0.2620 | Val loss 1.7456:  12%|█▏        | 24/200 [00:00<00:01, 104.93it/s]
Train Acc 0.5083 | Train Loss 1.4775 | Val Acc 0.2620 | Val loss 1.7456:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.5167 | Train Loss 1.4274 | Val Acc 0.2600 | Val loss 1.7251:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.6000 | Train Loss 1.3770 | Val Acc 0.2460 | Val loss 1.7512:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.5083 | Train Loss 1.4346 | Val Acc 0.2560 | Val loss 1.7371:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.5583 | Train Loss 1.3553 | Val Acc 0.2620 | Val loss 1.7285:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.4917 | Train Loss 1.4487 | Val Acc 0.2600 | Val loss 1.7182:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.5083 | Train Loss 1.3953 | Val Acc 0.2760 | Val loss 1.7272:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.5833 | Train Loss 1.3225 | Val Acc 0.2940 | Val loss 1.7098:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.5500 | Train Loss 1.3093 | Val Acc 0.2820 | Val loss 1.7139:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.5250 | Train Loss 1.3605 | Val Acc 0.2760 | Val loss 1.7277:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.5000 | Train Loss 1.3830 | Val Acc 0.2580 | Val loss 1.7106:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.6167 | Train Loss 1.2631 | Val Acc 0.2980 | Val loss 1.6958:  18%|█▊        | 35/200 [00:00<00:01, 102.68it/s]
Train Acc 0.6167 | Train Loss 1.2631 | Val Acc 0.2980 | Val loss 1.6958:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.5583 | Train Loss 1.3209 | Val Acc 0.2860 | Val loss 1.7120:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.5667 | Train Loss 1.3295 | Val Acc 0.2800 | Val loss 1.7041:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.5417 | Train Loss 1.2944 | Val Acc 0.3120 | Val loss 1.6879:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.6750 | Train Loss 1.1654 | Val Acc 0.3180 | Val loss 1.6683:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.5833 | Train Loss 1.1954 | Val Acc 0.3020 | Val loss 1.6727:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.5917 | Train Loss 1.2683 | Val Acc 0.2780 | Val loss 1.6890:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.5667 | Train Loss 1.1757 | Val Acc 0.2940 | Val loss 1.6964:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.6500 | Train Loss 1.2141 | Val Acc 0.2860 | Val loss 1.7163:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.5333 | Train Loss 1.3373 | Val Acc 0.3320 | Val loss 1.6377:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.6333 | Train Loss 1.2032 | Val Acc 0.3020 | Val loss 1.6958:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.6583 | Train Loss 1.1437 | Val Acc 0.2980 | Val loss 1.7012:  23%|██▎       | 46/200 [00:00<00:01, 105.31it/s]
Train Acc 0.6583 | Train Loss 1.1437 | Val Acc 0.2980 | Val loss 1.7012:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.6250 | Train Loss 1.1535 | Val Acc 0.3340 | Val loss 1.6563:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.7083 | Train Loss 1.1077 | Val Acc 0.3260 | Val loss 1.6718:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.6583 | Train Loss 1.0628 | Val Acc 0.3320 | Val loss 1.6698:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.6500 | Train Loss 1.1080 | Val Acc 0.2720 | Val loss 1.7232:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.6500 | Train Loss 1.0935 | Val Acc 0.3380 | Val loss 1.6517:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.6750 | Train Loss 1.0770 | Val Acc 0.3280 | Val loss 1.6553:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.6500 | Train Loss 1.0320 | Val Acc 0.3340 | Val loss 1.6723:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.6667 | Train Loss 1.0874 | Val Acc 0.3260 | Val loss 1.6750:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.7167 | Train Loss 1.0219 | Val Acc 0.3420 | Val loss 1.6520:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.6000 | Train Loss 1.0799 | Val Acc 0.3340 | Val loss 1.6651:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.6833 | Train Loss 1.0673 | Val Acc 0.3360 | Val loss 1.6483:  28%|██▊       | 57/200 [00:00<00:01, 105.95it/s]
Train Acc 0.6833 | Train Loss 1.0673 | Val Acc 0.3360 | Val loss 1.6483:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.5833 | Train Loss 1.1106 | Val Acc 0.3300 | Val loss 1.6398:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.6333 | Train Loss 1.1044 | Val Acc 0.3720 | Val loss 1.5828:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.6500 | Train Loss 1.0706 | Val Acc 0.3320 | Val loss 1.6441:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.7333 | Train Loss 0.9849 | Val Acc 0.3680 | Val loss 1.6396:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.6917 | Train Loss 0.9921 | Val Acc 0.3620 | Val loss 1.6647:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.6917 | Train Loss 1.0504 | Val Acc 0.3640 | Val loss 1.6558:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.7250 | Train Loss 0.9761 | Val Acc 0.3440 | Val loss 1.6690:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.6917 | Train Loss 1.0891 | Val Acc 0.3420 | Val loss 1.6375:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.7750 | Train Loss 0.9249 | Val Acc 0.3520 | Val loss 1.6246:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.7167 | Train Loss 0.9413 | Val Acc 0.3440 | Val loss 1.6286:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.7667 | Train Loss 0.9099 | Val Acc 0.3900 | Val loss 1.6226:  34%|███▍      | 68/200 [00:00<00:01, 106.60it/s]
Train Acc 0.7667 | Train Loss 0.9099 | Val Acc 0.3900 | Val loss 1.6226:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.7083 | Train Loss 0.9504 | Val Acc 0.3840 | Val loss 1.6317:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.7667 | Train Loss 0.9607 | Val Acc 0.3540 | Val loss 1.6702:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.6500 | Train Loss 1.0227 | Val Acc 0.3640 | Val loss 1.6129:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.7667 | Train Loss 0.9062 | Val Acc 0.3400 | Val loss 1.6626:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.7000 | Train Loss 0.9486 | Val Acc 0.3820 | Val loss 1.6513:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.7167 | Train Loss 0.9500 | Val Acc 0.3400 | Val loss 1.7049:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.7083 | Train Loss 0.9321 | Val Acc 0.3680 | Val loss 1.6276:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.6917 | Train Loss 0.9554 | Val Acc 0.3640 | Val loss 1.6478:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.6917 | Train Loss 0.9219 | Val Acc 0.3960 | Val loss 1.5825:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.8000 | Train Loss 0.8760 | Val Acc 0.3560 | Val loss 1.6445:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.7167 | Train Loss 0.8983 | Val Acc 0.3880 | Val loss 1.6218:  40%|███▉      | 79/200 [00:00<00:01, 107.54it/s]
Train Acc 0.7167 | Train Loss 0.8983 | Val Acc 0.3880 | Val loss 1.6218:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
Train Acc 0.7000 | Train Loss 0.8912 | Val Acc 0.3780 | Val loss 1.5912:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
Train Acc 0.7000 | Train Loss 0.9330 | Val Acc 0.3700 | Val loss 1.6323:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
Train Acc 0.7500 | Train Loss 0.8424 | Val Acc 0.3680 | Val loss 1.6137:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
Train Acc 0.8083 | Train Loss 0.8297 | Val Acc 0.3780 | Val loss 1.6217:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
Train Acc 0.7750 | Train Loss 0.8730 | Val Acc 0.3500 | Val loss 1.6190:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
Train Acc 0.7000 | Train Loss 0.8529 | Val Acc 0.3740 | Val loss 1.6229:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
Train Acc 0.7250 | Train Loss 0.9366 | Val Acc 0.3480 | Val loss 1.6942:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
Train Acc 0.8583 | Train Loss 0.6806 | Val Acc 0.3420 | Val loss 1.6499:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
Train Acc 0.8500 | Train Loss 0.7791 | Val Acc 0.3820 | Val loss 1.5830:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
Train Acc 0.7750 | Train Loss 0.7730 | Val Acc 0.4020 | Val loss 1.5819:  45%|████▌     | 90/200 [00:00<00:01, 106.85it/s]
